id,flight_number,airline_code,airline_name,origin_code,origin_name,origin_city,origin_country,destination_code,destination_name,destination_city,destination_country,departure_datetime,arrival_datetime,duration,aircraft_type,aircraft_name,status,total_seats,available_seats,economy_fare,premium_economy_fare,business_fare,first_fare
F00233,AA732,AA,American Airlines,SYD,Sydney Airport,Sydney,Australia,LHR,Heathrow Airport,London,UK,2025-06-21 10:30,2025-06-21 20:34,10h 0m,A350,Airbus A350,Scheduled,325,264,576,864,1440,2304
F00234,AF961,AF,Air France,HND,Haneda Airport,Tokyo,Japan,LAX,Los Angeles International Airport,Los Angeles,USA,2025-06-15 15:30,2025-06-16 02:59,11h 9m,B787,Boeing 787,Scheduled,250,18,602,903,1505,2408
F00235,AA639,AA,American Airlines,LAX,Los Angeles International Airport,Los Angeles,USA,ORD,O'Hare International Airport,Chicago,USA,2025-06-17 00:45,2025-06-17 04:14,3h 20m,B737,Boeing 737,Cancelled,180,169,201,301,502,804
F00236,QF398,QF,Qantas,CDG,Charles de Gaulle Airport,Paris,France,LHR,Heathrow Airport,London,UK,2025-07-11 20:15,2025-07-12 06:39,10h 55m,A320,Airbus A320,Cancelled,180,137,674,1011,1685,2696
F00237,QF174,QF,Qantas,LHR,Heathrow Airport,London,UK,DEL,Indira Gandhi International Airport,Delhi,India,2025-06-19 07:00,2025-06-19 18:56,11h 1m,A350,Airbus A350,Cancelled,325,197,640,960,1600,2560
F00238,SQ168,SQ,Singapore Airlines,HND,Haneda Airport,Tokyo,Japan,DXB,Dubai International Airport,Dubai,UAE,2025-06-24 05:15,2025-06-24 16:13,10h 34m,B777,Boeing 777,Scheduled,300,20,599,898,1497,2396
F00239,SQ447,SQ,Singapore Airlines,DXB,Dubai International Airport,Dubai,UAE,LHR,Heathrow Airport,London,UK,2025-07-02 15:15,2025-07-03 05:48,14h 43m,B737,Boeing 737,Scheduled,180,5,872,1308,2180,3488
F00240,AA510,AA,American Airlines,SYD,Sydney Airport,Sydney,Australia,HND,Haneda Airport,Tokyo,Japan,2025-07-06 13:00,2025-07-07 03:23,14h 26m,B747,Boeing 747,Boarding,410,53,879,1318,2197,3516
F00241,AF106,AF,Air France,LAX,Los Angeles International Airport,Los Angeles,USA,HND,Haneda Airport,Tokyo,Japan,2025-06-21 13:15,2025-06-21 21:17,8h 55m,A380,Airbus A380,In Air,525,143,565,847,1412,2260
F00242,AI733,AI,Air India,CDG,Charles de Gaulle Airport,Paris,France,LHR,Heathrow Airport,London,UK,2025-07-10 23:45,2025-07-11 14:02,14h 18m,A350,Airbus A350,Scheduled,325,141,777,1165,1942,3108
F00243,AI963,AI,Air India,SYD,Sydney Airport,Sydney,Australia,LAX,Los Angeles International Airport,Los Angeles,USA,2025-06-25 07:30,2025-06-25 11:10,3h 37m,B777,Boeing 777,Landed,300,240,234,351,585,936
F00244,EK538,EK,Emirates,CDG,Charles de Gaulle Airport,Paris,France,JFK,John F. Kennedy International Airport,New York,USA,2025-07-05 21:45,2025-07-06 07:30,9h 57m,B737,Boeing 737,Scheduled,180,133,561,841,1402,2244
F00245,SQ679,SQ,Singapore Airlines,SIN,Changi Airport,Singapore,Singapore,ORD,O'Hare International Airport,Chicago,USA,2025-07-02 00:45,2025-07-02 06:16,5h 16m,A330,Airbus A330,Scheduled,290,234,312,468,780,1248
F00246,QF234,QF,Qantas,DEL,Indira Gandhi International Airport,Delhi,India,JFK,John F. Kennedy International Airport,New York,USA,2025-07-09 01:45,2025-07-09 14:04,12h 33m,A330,Airbus A330,Scheduled,290,46,690,1035,1725,2760
F00247,EK869,EK,Emirates,DXB,Dubai International Airport,Dubai,UAE,SYD,Sydney Airport,Sydney,Australia,2025-06-23 05:00,2025-06-23 13:07,8h 29m,A350,Airbus A350,Cancelled,325,2,561,841,1402,2244
F00248,SQ115,SQ,Singapore Airlines,CDG,Charles de Gaulle Airport,Paris,France,DXB,Dubai International Airport,Dubai,UAE,2025-06-22 16:15,2025-06-23 02:46,10h 21m,B777,Boeing 777,Scheduled,300,223,664,996,1660,2656
F00249,EK892,EK,Emirates,CDG,Charles de Gaulle Airport,Paris,France,ORD,O'Hare International Airport,Chicago,USA,2025-06-18 13:15,2025-06-18 18:23,5h 43m,A350,Airbus A350,Cancelled,325,196,402,603,1005,1608
F00250,SQ953,SQ,Singapore Airlines,SYD,Sydney Airport,Sydney,Australia,ORD,O'Hare International Airport,Chicago,USA,2025-07-11 02:00,2025-07-11 16:04,14h 5m,B787,Boeing 787,Cancelled,250,22,794,1191,1985,3176
F00251,AI191,AI,Air India,JFK,John F. Kennedy International Airport,New York,USA,DXB,Dubai International Airport,Dubai,UAE,2025-07-02 08:15,2025-07-02 21:39,13h 42m,B747,Boeing 747,Scheduled,410,281,741,1111,1852,2964
F00252,AA212,AA,American Airlines,DEL,Indira Gandhi International Airport,Delhi,India,JFK,John F. Kennedy International Airport,New York,USA,2025-06-27 14:00,2025-06-27 21:27,7h 4m,A380,Airbus A380,Cancelled,525,236,434,651,1085,1736
F00253,JL724,JL,Japan Airlines,LAX,Los Angeles International Airport,Los Angeles,USA,DEL,Indira Gandhi International Airport,Delhi,India,2025-07-04 18:45,2025-07-05 09:29,14h 38m,B747,Boeing 747,Cancelled,410,408,873,1309,2182,3492
F00254,AI948,AI,Air India,ORD,O'Hare International Airport,Chicago,USA,CDG,Charles de Gaulle Airport,Paris,France,2025-06-24 00:15,2025-06-24 09:08,8h 22m,A350,Airbus A350,Landed,325,58,562,843,1405,2248
F00255,AF223,AF,Air France,JFK,John F. Kennedy International Airport,New York,USA,LAX,Los Angeles International Airport,Los Angeles,USA,2025-07-03 11:45,2025-07-03 14:24,2h 27m,B787,Boeing 787,Scheduled,250,163,274,411,685,1096
F00256,JL922,JL,Japan Airlines,SIN,Changi Airport,Singapore,Singapore,JFK,John F. Kennedy International Airport,New York,USA,2025-06-23 11:00,2025-06-24 01:19,14h 15m,A380,Airbus A380,Delayed,525,310,880,1320,2200,3520
F00257,AI418,AI,Air India,HND,Haneda Airport,Tokyo,Japan,LAX,Los Angeles International Airport,Los Angeles,USA,2025-07-03 05:45,2025-07-03 16:31,10h 20m,B777,Boeing 777,Delayed,300,273,608,912,1520,2432
F00258,DL755,DL,Delta Air Lines,SYD,Sydney Airport,Sydney,Australia,LAX,Los Angeles International Airport,Los Angeles,USA,2025-06-21 19:30,2025-06-22 09:10,13h 3m,A380,Airbus A380,Boarding,525,36,778,1167,1945,3112
F00259,UA735,UA,United Airlines,CDG,Charles de Gaulle Airport,Paris,France,DEL,Indira Gandhi International Airport,Delhi,India,2025-07-01 18:15,2025-07-02 06:43,12h 58m,B787,Boeing 787,Scheduled,250,167,679,1018,1697,2716
F00260,AA349,AA,American Airlines,LHR,Heathrow Airport,London,UK,HND,Haneda Airport,Tokyo,Japan,2025-07-09 19:00,2025-07-10 07:29,12h 57m,A380,Airbus A380,Scheduled,525,479,666,999,1665,2664
F00261,DL245,DL,Delta Air Lines,LHR,Heathrow Airport,London,UK,HND,Haneda Airport,Tokyo,Japan,2025-06-25 04:00,2025-06-25 15:25,11h 15m,B777,Boeing 777,Delayed,300,88,676,1014,1690,2704
F00262,AA630,AA,American Airlines,JFK,John F. Kennedy International Airport,New York,USA,DXB,Dubai International Airport,Dubai,UAE,2025-06-21 09:30,2025-06-21 19:41,10h 47m,B737,Boeing 737,In Air,180,141,633,949,1582,2532
F00263,JL383,JL,Japan Airlines,HND,Haneda Airport,Tokyo,Japan,LHR,Heathrow Airport,London,UK,2025-07-13 19:30,2025-07-14 06:18,10h 52m,B747,Boeing 747,Landed,410,94,682,1023,1705,2728
F00264,AA718,AA,American Airlines,CDG,Charles de Gaulle Airport,Paris,France,ORD,O'Hare International Airport,Chicago,USA,2025-07-04 00:30,2025-07-04 13:38,13h 39m,B787,Boeing 787,Landed,250,103,705,1057,1762,2820
F00265,SQ497,SQ,Singapore Airlines,JFK,John F. Kennedy International Airport,New York,USA,LAX,Los Angeles International Airport,Los Angeles,USA,2025-06-21 03:45,2025-06-21 05:13,1h 0m,B737,Boeing 737,Scheduled,180,63,103,154,257,412
F00266,AA380,AA,American Airlines,DEL,Indira Gandhi International Airport,Delhi,India,SYD,Sydney Airport,Sydney,Australia,2025-06-29 13:30,2025-06-29 22:30,9h 47m,B747,Boeing 747,In Air,410,220,582,873,1455,2328
F00267,AI827,AI,Air India,SIN,Changi Airport,Singapore,Singapore,CDG,Charles de Gaulle Airport,Paris,France,2025-07-09 10:45,2025-07-09 14:41,3h 25m,B777,Boeing 777,Scheduled,300,157,262,393,655,1048
F00268,UA455,UA,United Airlines,SYD,Sydney Airport,Sydney,Australia,DXB,Dubai International Airport,Dubai,UAE,2025-07-13 14:30,2025-07-14 02:54,12h 47m,A350,Airbus A350,Scheduled,325,266,787,1180,1967,3148
F00269,BA859,BA,British Airways,HND,Haneda Airport,Tokyo,Japan,DXB,Dubai International Airport,Dubai,UAE,2025-07-11 23:00,2025-07-12 09:10,10h 54m,A320,Airbus A320,Scheduled,180,94,690,1035,1725,2760
F00270,AA397,AA,American Airlines,SYD,Sydney Airport,Sydney,Australia,DXB,Dubai International Airport,Dubai,UAE,2025-06-28 03:00,2025-06-28 09:05,6h 55m,B787,Boeing 787,Scheduled,250,210,417,625,1042,1668
F00271,JL383,JL,Japan Airlines,DXB,Dubai International Airport,Dubai,UAE,SYD,Sydney Airport,Sydney,Australia,2025-07-01 13:00,2025-07-01 23:11,10h 40m,B737,Boeing 737,Scheduled,180,80,550,825,1375,2200
F00272,EK625,EK,Emirates,JFK,John F. Kennedy International Airport,New York,USA,HND,Haneda Airport,Tokyo,Japan,2025-06-16 17:00,2025-06-17 06:35,13h 39m,A320,Airbus A320,Boarding,180,36,748,1122,1870,2992
F00273,AF575,AF,Air France,LHR,Heathrow Airport,London,UK,JFK,John F. Kennedy International Airport,New York,USA,2025-06-27 09:45,2025-06-27 14:04,4h 28m,A350,Airbus A350,Scheduled,325,95,316,474,790,1264
F00274,AI204,AI,Air India,SIN,Changi Airport,Singapore,Singapore,DEL,Indira Gandhi International Airport,Delhi,India,2025-07-07 22:15,2025-07-08 03:36,5h 14m,B737,Boeing 737,Boarding,180,8,387,580,967,1548
F00275,BA660,BA,British Airways,LAX,Los Angeles International Airport,Los Angeles,USA,SYD,Sydney Airport,Sydney,Australia,2025-07-12 00:30,2025-07-12 06:02,5h 25m,B777,Boeing 777,Scheduled,300,262,442,663,1105,1768
F00276,QF854,QF,Qantas,SYD,Sydney Airport,Sydney,Australia,DEL,Indira Gandhi International Airport,Delhi,India,2025-07-03 06:45,2025-07-03 20:22,13h 34m,B777,Boeing 777,Scheduled,300,44,795,1192,1987,3180
F00277,DL248,DL,Delta Air Lines,CDG,Charles de Gaulle Airport,Paris,France,SIN,Changi Airport,Singapore,Singapore,2025-07-06 21:45,2025-07-07 02:43,4h 2m,A350,Airbus A350,Scheduled,325,188,355,532,887,1420
F00278,AA575,AA,American Airlines,HND,Haneda Airport,Tokyo,Japan,SYD,Sydney Airport,Sydney,Australia,2025-07-01 08:15,2025-07-01 14:29,6h 46m,A320,Airbus A320,In Air,180,88,426,639,1065,1704
F00279,AI729,AI,Air India,DXB,Dubai International Airport,Dubai,UAE,SIN,Changi Airport,Singapore,Singapore,2025-06-30 03:15,2025-06-30 09:20,6h 26m,B777,Boeing 777,Landed,300,101,367,550,917,1468
F00280,SQ942,SQ,Singapore Airlines,HND,Haneda Airport,Tokyo,Japan,SYD,Sydney Airport,Sydney,Australia,2025-06-16 05:45,2025-06-16 10:46,5h 23m,B787,Boeing 787,Scheduled,250,245,427,640,1067,1708
F00281,QF568,QF,Qantas,SIN,Changi Airport,Singapore,Singapore,CDG,Charles de Gaulle Airport,Paris,France,2025-06-22 12:30,2025-06-23 02:08,13h 4m,B787,Boeing 787,Landed,250,189,753,1129,1882,3012
F00282,JL672,JL,Japan Airlines,ORD,O'Hare International Airport,Chicago,USA,LAX,Los Angeles International Airport,Los Angeles,USA,2025-06-30 20:15,2025-06-30 22:56,2h 42m,B747,Boeing 747,Scheduled,410,90,157,235,392,628
F00283,JL842,JL,Japan Airlines,SIN,Changi Airport,Singapore,Singapore,LAX,Los Angeles International Airport,Los Angeles,USA,2025-07-01 03:45,2025-07-01 11:17,7h 23m,A350,Airbus A350,Scheduled,325,84,530,795,1325,2120
F00284,DL544,DL,Delta Air Lines,SIN,Changi Airport,Singapore,Singapore,CDG,Charles de Gaulle Airport,Paris,France,2025-06-17 05:30,2025-06-17 18:26,12h 27m,B787,Boeing 787,Cancelled,250,191,717,1075,1792,2868
F00285,QF815,QF,Qantas,DEL,Indira Gandhi International Airport,Delhi,India,DXB,Dubai International Airport,Dubai,UAE,2025-07-03 02:15,2025-07-03 05:35,3h 20m,A320,Airbus A320,Boarding,180,138,349,523,872,1396
F00286,AF178,AF,Air France,JFK,John F. Kennedy International Airport,New York,USA,CDG,Charles de Gaulle Airport,Paris,France,2025-06-29 19:15,2025-06-30 01:19,6h 28m,A330,Airbus A330,Delayed,290,93,495,742,1237,1980
F00287,JL576,JL,Japan Airlines,SIN,Changi Airport,Singapore,Singapore,HND,Haneda Airport,Tokyo,Japan,2025-07-03 16:45,2025-07-04 03:36,10h 21m,B747,Boeing 747,Scheduled,410,279,635,952,1587,2540
F00288,AF746,AF,Air France,DXB,Dubai International Airport,Dubai,UAE,HND,Haneda Airport,Tokyo,Japan,2025-07-05 20:00,2025-07-06 01:22,5h 14m,B737,Boeing 737,Scheduled,180,107,406,609,1015,1624
F00289,AA341,AA,American Airlines,DEL,Indira Gandhi International Airport,Delhi,India,JFK,John F. Kennedy International Airport,New York,USA,2025-06-19 21:00,2025-06-20 08:01,11h 13m,A380,Airbus A380,Landed,525,19,631,946,1577,2524
F00290,SQ977,SQ,Singapore Airlines,ORD,O'Hare International Airport,Chicago,USA,SYD,Sydney Airport,Sydney,Australia,2025-06-29 21:00,2025-06-30 10:19,13h 30m,A320,Airbus A320,Cancelled,180,12,775,1162,1937,3100
F00291,QF280,QF,Qantas,ORD,O'Hare International Airport,Chicago,USA,JFK,John F. Kennedy International Airport,New York,USA,2025-06-25 05:15,2025-06-25 06:30,1h 31m,A380,Airbus A380,Delayed,525,468,191,286,477,764
F00292,AF844,AF,Air France,SIN,Changi Airport,Singapore,Singapore,JFK,John F. Kennedy International Airport,New York,USA,2025-07-02 19:00,2025-07-03 09:14,14h 14m,B787,Boeing 787,Scheduled,250,31,864,1296,2160,3456
F00293,SQ137,SQ,Singapore Airlines,CDG,Charles de Gaulle Airport,Paris,France,SIN,Changi Airport,Singapore,Singapore,2025-07-03 17:15,2025-07-03 22:14,4h 57m,B737,Boeing 737,Delayed,180,28,350,525,875,1400
F00294,JL650,JL,Japan Airlines,SYD,Sydney Airport,Sydney,Australia,DXB,Dubai International Airport,Dubai,UAE,2025-06-21 07:00,2025-06-21 12:50,5h 54m,B777,Boeing 777,Scheduled,300,192,382,573,955,1528
F00295,AF521,AF,Air France,CDG,Charles de Gaulle Airport,Paris,France,SIN,Changi Airport,Singapore,Singapore,2025-06-29 04:45,2025-06-29 17:48,13h 8m,B737,Boeing 737,In Air,180,85,746,1119,1865,2984
F00296,SQ271,SQ,Singapore Airlines,HND,Haneda Airport,Tokyo,Japan,SYD,Sydney Airport,Sydney,Australia,2025-06-21 22:00,2025-06-22 11:36,13h 10m,A380,Airbus A380,Scheduled,525,278,829,1243,2072,3316
F00297,AF209,AF,Air France,LAX,Los Angeles International Airport,Los Angeles,USA,ORD,O'Hare International Airport,Chicago,USA,2025-07-01 02:15,2025-07-01 05:07,2h 7m,A330,Airbus A330,Scheduled,290,138,164,246,410,656
F00298,DL241,DL,Delta Air Lines,ORD,O'Hare International Airport,Chicago,USA,JFK,John F. Kennedy International Airport,New York,USA,2025-06-22 15:15,2025-06-22 18:47,3h 42m,B747,Boeing 747,Scheduled,410,226,202,303,505,808
F00299,UA646,UA,United Airlines,HND,Haneda Airport,Tokyo,Japan,CDG,Charles de Gaulle Airport,Paris,France,2025-06-29 10:45,2025-06-29 14:44,3h 23m,B737,Boeing 737,Scheduled,180,0,294,441,735,1176
F00300,AF797,AF,Air France,SYD,Sydney Airport,Sydney,Australia,ORD,O'Hare International Airport,Chicago,USA,2025-06-27 03:00,2025-06-27 16:46,13h 45m,B747,Boeing 747,Delayed,410,335,762,1143,1905,3048
F00301,AA380,AA,American Airlines,DXB,Dubai International Airport,Dubai,UAE,CDG,Charles de Gaulle Airport,Paris,France,2025-07-04 04:15,2025-07-04 13:11,8h 9m,A330,Airbus A330,Cancelled,290,247,589,883,1472,2356
F00302,AI358,AI,Air India,SYD,Sydney Airport,Sydney,Australia,LAX,Los Angeles International Airport,Los Angeles,USA,2025-06-17 22:00,2025-06-18 11:23,13h 13m,B777,Boeing 777,Delayed,300,32,717,1075,1792,2868
F00303,EK876,EK,Emirates,DEL,Indira Gandhi International Airport,Delhi,India,JFK,John F. Kennedy International Airport,New York,USA,2025-07-06 17:45,2025-07-07 03:23,9h 31m,A330,Airbus A330,In Air,290,195,542,813,1355,2168
F00304,AF188,AF,Air France,DXB,Dubai International Airport,Dubai,UAE,SIN,Changi Airport,Singapore,Singapore,2025-06-22 18:00,2025-06-23 08:26,14h 46m,A380,Airbus A380,Scheduled,525,133,778,1167,1945,3112
F00305,JL215,JL,Japan Airlines,LHR,Heathrow Airport,London,UK,DXB,Dubai International Airport,Dubai,UAE,2025-07-13 02:30,2025-07-13 08:07,5h 27m,A320,Airbus A320,Scheduled,180,142,323,484,807,1292
F00306,AA136,AA,American Airlines,DXB,Dubai International Airport,Dubai,UAE,LAX,Los Angeles International Airport,Los Angeles,USA,2025-06-23 23:15,2025-06-24 09:34,10h 44m,A350,Airbus A350,Scheduled,325,149,608,912,1520,2432
F00307,AA358,AA,American Airlines,LHR,Heathrow Airport,London,UK,HND,Haneda Airport,Tokyo,Japan,2025-06-14 06:15,2025-06-14 19:06,12h 35m,A350,Airbus A350,Scheduled,325,174,664,996,1660,2656
F00308,JL528,JL,Japan Airlines,LHR,Heathrow Airport,London,UK,DEL,Indira Gandhi International Airport,Delhi,India,2025-06-22 16:30,2025-06-22 20:09,3h 51m,A320,Airbus A320,Delayed,180,104,213,319,532,852
F00309,EK744,EK,Emirates,SIN,Changi Airport,Singapore,Singapore,DEL,Indira Gandhi International Airport,Delhi,India,2025-06-25 18:00,2025-06-26 00:30,6h 35m,A350,Airbus A350,Scheduled,325,190,403,604,1007,1612
F00310,EK473,EK,Emirates,LHR,Heathrow Airport,London,UK,DEL,Indira Gandhi International Airport,Delhi,India,2025-07-10 21:30,2025-07-11 07:50,10h 47m,B737,Boeing 737,Delayed,180,72,614,921,1535,2456
F00311,DL583,DL,Delta Air Lines,JFK,John F. Kennedy International Airport,New York,USA,ORD,O'Hare International Airport,Chicago,USA,2025-06-30 22:00,2025-07-01 01:49,3h 5m,A330,Airbus A330,Scheduled,290,106,310,465,775,1240
F00312,UA571,UA,United Airlines,SYD,Sydney Airport,Sydney,Australia,HND,Haneda Airport,Tokyo,Japan,2025-06-15 10:45,2025-06-15 22:59,12h 17m,A380,Airbus A380,Scheduled,525,475,786,1179,1965,3144
F00313,AF235,AF,Air France,SIN,Changi Airport,Singapore,Singapore,SYD,Sydney Airport,Sydney,Australia,2025-06-22 14:30,2025-06-23 03:16,12h 16m,A320,Airbus A320,Scheduled,180,100,757,1135,1892,3028
F00314,UA220,UA,United Airlines,LAX,Los Angeles International Airport,Los Angeles,USA,LHR,Heathrow Airport,London,UK,2025-07-05 07:45,2025-07-05 18:32,10h 52m,B777,Boeing 777,Scheduled,300,274,638,957,1595,2552
F00315,AI962,AI,Air India,DXB,Dubai International Airport,Dubai,UAE,CDG,Charles de Gaulle Airport,Paris,France,2025-06-15 05:30,2025-06-15 17:59,12h 40m,A320,Airbus A320,Scheduled,180,6,784,1176,1960,3136
F00316,QF491,QF,Qantas,LHR,Heathrow Airport,London,UK,ORD,O'Hare International Airport,Chicago,USA,2025-07-10 08:00,2025-07-10 20:28,12h 27m,A380,Airbus A380,Cancelled,525,516,716,1074,1790,2864
F00317,QF604,QF,Qantas,JFK,John F. Kennedy International Airport,New York,USA,HND,Haneda Airport,Tokyo,Japan,2025-07-10 16:15,2025-07-10 22:06,5h 24m,B737,Boeing 737,Boarding,180,16,305,457,762,1220
F00318,EK458,EK,Emirates,LAX,Los Angeles International Airport,Los Angeles,USA,DEL,Indira Gandhi International Airport,Delhi,India,2025-07-06 10:30,2025-07-07 01:18,14h 40m,B737,Boeing 737,Scheduled,180,82,836,1254,2090,3344
F00319,AA266,AA,American Airlines,DXB,Dubai International Airport,Dubai,UAE,SYD,Sydney Airport,Sydney,Australia,2025-06-14 09:15,2025-06-14 14:25,5h 27m,B737,Boeing 737,Delayed,180,162,401,601,1002,1604
F00320,UA334,UA,United Airlines,SYD,Sydney Airport,Sydney,Australia,SIN,Changi Airport,Singapore,Singapore,2025-06-29 09:15,2025-06-30 00:08,14h 12m,B777,Boeing 777,Scheduled,300,164,779,1168,1947,3116
F00321,DL241,DL,Delta Air Lines,DEL,Indira Gandhi International Airport,Delhi,India,SYD,Sydney Airport,Sydney,Australia,2025-06-17 08:45,2025-06-17 12:31,3h 21m,B737,Boeing 737,Scheduled,180,108,292,438,730,1168
F00322,AF454,AF,Air France,ORD,O'Hare International Airport,Chicago,USA,SIN,Changi Airport,Singapore,Singapore,2025-06-14 13:00,2025-06-15 02:34,13h 11m,B747,Boeing 747,Landed,410,56,793,1189,1982,3172
F00323,BA666,BA,British Airways,CDG,Charles de Gaulle Airport,Paris,France,LHR,Heathrow Airport,London,UK,2025-06-16 13:30,2025-06-16 23:45,10h 54m,B787,Boeing 787,Cancelled,250,242,657,985,1642,2628
F00324,EK264,EK,Emirates,SYD,Sydney Airport,Sydney,Australia,JFK,John F. Kennedy International Airport,New York,USA,2025-06-17 21:30,2025-06-18 12:24,14h 51m,B737,Boeing 737,Delayed,180,108,788,1182,1970,3152
F00325,SQ569,SQ,Singapore Airlines,DEL,Indira Gandhi International Airport,Delhi,India,ORD,O'Hare International Airport,Chicago,USA,2025-06-29 02:45,2025-06-29 11:37,8h 17m,B787,Boeing 787,Scheduled,250,93,591,886,1477,2364
F00326,QF276,QF,Qantas,HND,Haneda Airport,Tokyo,Japan,CDG,Charles de Gaulle Airport,Paris,France,2025-07-05 01:15,2025-07-05 04:37,3h 21m,B787,Boeing 787,In Air,250,112,335,502,837,1340
F00327,AF303,AF,Air France,LHR,Heathrow Airport,London,UK,HND,Haneda Airport,Tokyo,Japan,2025-06-17 05:30,2025-06-17 19:15,13h 24m,B777,Boeing 777,Delayed,300,20,848,1272,2120,3392
F00328,AF341,AF,Air France,LAX,Los Angeles International Airport,Los Angeles,USA,SYD,Sydney Airport,Sydney,Australia,2025-06-24 06:30,2025-06-24 17:18,10h 43m,B787,Boeing 787,Scheduled,250,136,645,967,1612,2580
F00329,UA988,UA,United Airlines,ORD,O'Hare International Airport,Chicago,USA,JFK,John F. Kennedy International Airport,New York,USA,2025-07-04 17:15,2025-07-04 20:10,2h 37m,B737,Boeing 737,Scheduled,180,81,248,372,620,992
F00330,AA163,AA,American Airlines,LHR,Heathrow Airport,London,UK,SYD,Sydney Airport,Sydney,Australia,2025-07-02 02:00,2025-07-02 11:38,9h 11m,A320,Airbus A320,In Air,180,73,557,835,1392,2228
F00331,AI977,AI,Air India,DEL,Indira Gandhi International Airport,Delhi,India,CDG,Charles de Gaulle Airport,Paris,France,2025-07-06 08:45,2025-07-06 17:36,8h 57m,A350,Airbus A350,Landed,325,300,470,705,1175,1880
F00332,EK873,EK,Emirates,JFK,John F. Kennedy International Airport,New York,USA,HND,Haneda Airport,Tokyo,Japan,2025-06-21 18:30,2025-06-22 04:42,10h 39m,A350,Airbus A350,Delayed,325,276,686,1029,1715,2744
F00333,EK119,EK,Emirates,LHR,Heathrow Airport,London,UK,JFK,John F. Kennedy International Airport,New York,USA,2025-06-26 04:15,2025-06-26 13:32,9h 26m,B787,Boeing 787,Scheduled,250,238,500,750,1250,2000
F00334,AA442,AA,American Airlines,ORD,O'Hare International Airport,Chicago,USA,DEL,Indira Gandhi International Airport,Delhi,India,2025-06-30 08:15,2025-06-30 15:14,6h 4m,B777,Boeing 777,Scheduled,300,39,487,730,1217,1948
F00335,DL794,DL,Delta Air Lines,LAX,Los Angeles International Airport,Los Angeles,USA,SIN,Changi Airport,Singapore,Singapore,2025-06-19 23:15,2025-06-20 04:48,5h 56m,A330,Airbus A330,Scheduled,290,102,418,627,1045,1672
F00336,AF796,AF,Air France,HND,Haneda Airport,Tokyo,Japan,SYD,Sydney Airport,Sydney,Australia,2025-07-10 08:30,2025-07-10 18:37,10h 5m,A330,Airbus A330,Scheduled,290,115,700,1050,1750,2800
F00337,SQ831,SQ,Singapore Airlines,LHR,Heathrow Airport,London,UK,SIN,Changi Airport,Singapore,Singapore,2025-07-01 10:15,2025-07-01 21:16,11h 50m,B737,Boeing 737,Scheduled,180,87,646,969,1615,2584
F00338,AF840,AF,Air France,CDG,Charles de Gaulle Airport,Paris,France,HND,Haneda Airport,Tokyo,Japan,2025-06-21 02:30,2025-06-21 08:30,6h 29m,B777,Boeing 777,Scheduled,300,97,436,654,1090,1744
F00339,BA872,BA,British Airways,HND,Haneda Airport,Tokyo,Japan,DXB,Dubai International Airport,Dubai,UAE,2025-06-28 02:30,2025-06-28 08:39,6h 43m,A380,Airbus A380,Scheduled,525,449,376,564,940,1504
F00340,EK376,EK,Emirates,DXB,Dubai International Airport,Dubai,UAE,CDG,Charles de Gaulle Airport,Paris,France,2025-07-04 10:15,2025-07-04 21:54,11h 37m,A350,Airbus A350,Scheduled,325,59,679,1018,1697,2716
F00341,AF968,AF,Air France,HND,Haneda Airport,Tokyo,Japan,ORD,O'Hare International Airport,Chicago,USA,2025-06-24 18:15,2025-06-25 02:12,7h 58m,A330,Airbus A330,Scheduled,290,138,545,817,1362,2180
F00342,SQ954,SQ,Singapore Airlines,SYD,Sydney Airport,Sydney,Australia,HND,Haneda Airport,Tokyo,Japan,2025-07-03 01:00,2025-07-03 06:31,5h 50m,A320,Airbus A320,Boarding,180,58,343,514,857,1372
F00343,BA129,BA,British Airways,LHR,Heathrow Airport,London,UK,SIN,Changi Airport,Singapore,Singapore,2025-07-06 17:30,2025-07-07 02:51,9h 34m,A380,Airbus A380,Scheduled,525,330,512,768,1280,2048
F00344,EK342,EK,Emirates,HND,Haneda Airport,Tokyo,Japan,ORD,O'Hare International Airport,Chicago,USA,2025-07-06 17:00,2025-07-07 06:53,13h 2m,A320,Airbus A320,Scheduled,180,48,845,1267,2112,3380
F00345,SQ894,SQ,Singapore Airlines,LHR,Heathrow Airport,London,UK,ORD,O'Hare International Airport,Chicago,USA,2025-06-19 01:45,2025-06-19 13:41,11h 12m,B737,Boeing 737,Scheduled,180,79,660,990,1650,2640
F00346,JL670,JL,Japan Airlines,JFK,John F. Kennedy International Airport,New York,USA,HND,Haneda Airport,Tokyo,Japan,2025-06-24 09:00,2025-06-24 14:26,5h 28m,B777,Boeing 777,Scheduled,300,12,319,478,797,1276
F00347,AA861,AA,American Airlines,LHR,Heathrow Airport,London,UK,LAX,Los Angeles International Airport,Los Angeles,USA,2025-07-02 21:30,2025-07-03 05:29,7h 38m,A330,Airbus A330,Scheduled,290,101,525,787,1312,2100
F00348,AA850,AA,American Airlines,JFK,John F. Kennedy International Airport,New York,USA,CDG,Charles de Gaulle Airport,Paris,France,2025-06-26 15:45,2025-06-27 04:25,12h 46m,B747,Boeing 747,Scheduled,410,26,783,1174,1957,3132
